0.212030 0.000000
0.099344 -0.260804
-0.119160 -0.245744
-0.210991 0.030988
-0.081647 0.270984
0.134830 0.230830
0.208243 -0.058815
0.063268 -0.279006
-0.149325 -0.213829
-0.203792 0.085983
-0.044374 0.284887
0.162516 0.194824
0.197662 -0.112204
0.023393 -0.288908
-0.175333 -0.171743
-0.189056 0.139643
-0.003938 0.290362
0.185480 0.148945
0.179538 -0.163064
-0.015548 -0.289724
-0.194051 -0.124609
-0.168488 0.184829
0.034914 0.286992
0.200994 0.098949
0.155983 -0.204774
-0.054004 -0.282150
-0.206698 -0.069498
-0.140779 0.224453
0.074308 0.274369
0.210118 0.041896
0.125580 -0.240185
-0.092309 -0.265030
-0.211823 -0.013819
-0.109290 0.253795
0.109532 0.253528
0.211806 -0.014415
0.092061 -0.265250
-0.125815 -0.239871
-0.210066 0.042486
-0.072406 0.275349
0.142345 0.222404
0.206185 -0.072789
0.053747 -0.282275
-0.156197 -0.204366
-0.200876 0.099509
-0.034654 0.287071
0.168688 0.184380
0.193905 -0.125146
0.015287 -0.289759
-0.179720 -0.162577
-0.185310 0.149452
0.004200 0.290352
0.190044 0.136695
0.174104 -0.174399
-0.025386 -0.288592
-0.197794 -0.111655
-0.162308 0.195253
0.044632 0.284785
0.203895 0.085413
0.149104 -0.214215
-0.063523 -0.278859
-0.208314 -0.058230
-0.134600 0.231170
0.081898 0.270791
0.211028 0.030394
0.117442 -0.247403
-0.101150 -0.259428
-0.212029 0.000597
-0.100660 0.259914
0.117920 0.246823
0.211133 -0.028788
0.083020 -0.270264
-0.133672 -0.232076
-0.208518 0.056654
-0.064686 0.278455
0.148258 0.215236
0.204199 -0.083884
0.044115 -0.284989
-0.162722 -0.194395
-0.197529 0.112753
-0.024865 0.288706
0.174487 0.173461
0.189728 -0.137740
0.005418 -0.290323
-0.184750 -0.150792
-0.180329 0.161284
0.014071 0.289849
0.193443 0.126569
0.169393 -0.183185
-0.033450 -0.287281
-0.201112 -0.098388
-0.155768 0.205182
0.054260 0.282026
0.206360 0.071633
0.141894 -0.223131
-0.072912 -0.275009
-0.209913 -0.044080
-0.126782 0.239027
0.090964 0.265840
0.211752 0.016029
0.110568 -0.252805
-0.108250 -0.254508
-0.211869 0.012205
-0.091813 0.265469
0.126050 0.239558
0.210013 -0.043077
0.073803 -0.274715
-0.141232 -0.223733
-0.206528 0.070656
-0.055182 0.281809
0.155180 0.205853
0.201349 -0.097450
0.036116 -0.286771
-0.167777 -0.186016
-0.194505 0.123180
-0.016764 0.289624
0.179901 0.162089
0.185140 -0.149959
-0.004461 -0.290343
-0.189376 -0.138602
-0.174954 0.172687
0.023914 0.288801
0.197251 0.113666
0.163267 -0.193683
-0.043180 -0.285159
-0.203480 -0.087508
-0.150165 0.212798
0.062103 0.279400
0.208031 0.060388
0.134369 -0.231511
-0.082148 -0.270598
-0.211066 -0.029800
-0.118684 0.246331
0.099835 0.260324
0.212027 0.001616
0.101971 -0.259011
-0.116675 -0.247888
-0.211265 0.026587
-0.084389 0.269531
0.132506 0.233308
0.208784 -0.054489
0.066100 -0.277891
-0.148478 -0.214854
-0.204098 0.084455
-0.045566 0.284608
0.161758 0.195959
0.198067 -0.110739
0.026336 -0.288490
-0.173632 -0.175169
-0.190391 0.135829
-0.006899 0.290272
0.184011 0.152630
0.181112 -0.159493
-0.012593 -0.289962
-0.193590 -0.126034
-0.169193 0.183638
0.033710 0.287206
0.200634 0.100444
0.156780 -0.203690
-0.052823 -0.282485
-0.206012 -0.073763
-0.143003 0.221796
0.071512 0.275636
0.209697 0.046261
0.127978 -0.237857
-0.089614 -0.266636
-0.211670 -0.018238
-0.110325 0.253076
0.108492 0.254245
0.211853 -0.012801
0.093155 -0.264653
-0.124843 -0.240709
-0.210214 0.040891
-0.075196 0.274068
0.140111 0.225049
0.206861 -0.068519
0.056615 -0.281330
-0.154156 -0.207328
-0.201812 0.095384
-0.037577 0.286459
0.167977 0.185569
0.194360 -0.123718
0.016503 -0.289662
-0.179105 -0.163865
-0.185864 0.148107
0.002981 0.290375
0.188699 0.140500
0.175795 -0.170964
-0.022441 -0.288997
-0.196698 -0.115669
-0.164218 0.192102
0.041727 0.285521
0.203056 0.089597
0.149945 -0.213188
-0.062358 -0.279256
-0.208104 -0.059804
-0.135523 0.230259
0.080773 0.271311
0.210918 0.031999
0.119920 -0.245246
-0.098516 -0.261207
-0.212014 -0.003829
-0.103278 0.258095
0.115423 0.248941
0.211386 -0.024384
0.085754 -0.268785
-0.132737 -0.232975
-0.208717 0.055075
-0.065846 0.278044
0.147405 0.216252
0.204497 -0.082351
0.047014 -0.284214
-0.160786 -0.197511
-0.198596 0.108717
-0.027806 0.288262
0.172769 0.176865
0.191044 -0.133910
0.008379 -0.290208
-0.184183 -0.152127
-0.180932 0.159986
0.012854 0.289933
0.192975 0.127988
0.170091 -0.181985
-0.032245 -0.287486
-0.200145 -0.102494
-0.157784 0.202185
0.051384 0.282931
0.205654 0.075888
0.144105 -0.220449
-0.070110 -0.276250
-0.209471 -0.048439
-0.127743 0.238177
0.089862 0.266423
0.211692 0.017642
0.111598 -0.252076
-0.107206 -0.255214
-0.211909 0.010590
-0.094492 0.263824
0.123631 0.241847
0.210403 -0.038703
0.076586 -0.273409
-0.138984 -0.226353
-0.207183 0.066377
-0.058046 0.280839
0.154371 0.206927
0.201698 -0.095947
0.037317 -0.286545
-0.167059 -0.187196
-0.194952 0.121746
-0.017979 0.289517
0.178299 0.165630
0.186579 -0.146247
-0.001500 -0.290394
-0.188012 -0.142389
-0.176627 0.169230
0.020967 0.289180
0.196135 0.117665
0.164012 -0.192537
-0.041985 -0.285426
-0.203163 -0.089030
-0.150999 0.211762
0.060936 0.279788
0.207813 0.061959
0.136671 -0.228994
-0.079393 -0.272011
-0.210760 -0.034195
-0.121150 0.244147
0.097192 0.262077
0.211990 0.006042
0.104579 -0.257166
-0.115662 -0.248658
-0.211356 0.024979
-0.085504 0.268988
0.131566 0.234198
0.208974 -0.052908
0.067258 -0.277470
-0.146325 -0.217637
-0.204887 0.080242
-0.048460 0.283808
0.159805 0.199052
0.199114 -0.106689
0.029274 -0.288021
-0.171896 -0.178551
-0.190888 0.134436
-0.008117 0.290227
0.183438 0.153958
0.181707 -0.158188
-0.011375 -0.290036
-0.192351 -0.129933
-0.170980 0.180322
0.030780 0.287753
0.199647 0.104537
0.158780 -0.200668
-0.049942 -0.283364
-0.205285 -0.078008
-0.143880 0.220818
0.070363 0.276086
0.209530 0.047850
0.128934 -0.236997
-0.088510 -0.267210
-0.211603 -0.019849
-0.112866 0.251064
0.105914 0.256170
0.211954 -0.008378
0.095825 -0.262981
-0.122413 -0.242972
-0.210583 0.036512
-0.077973 0.272736
0.139211 0.225999
0.207102 -0.066958
0.057789 -0.280973
-0.153340 -0.208392
-0.202153 0.093876
-0.038776 0.286223
0.166132 0.188812
0.195535 -0.119766
0.019455 -0.289360
-0.177485 -0.167385
-0.187285 0.144376
0.000019 0.290401
0.187316 0.144269
0.176439 -0.169707
-0.021228 -0.289133
-0.196273 -0.117120
-0.164956 0.190947
0.040530 0.285777
0.202730 0.091115
0.152046 -0.210324
-0.059511 -0.280306
-0.207511 -0.064110
-0.137812 0.227717
0.078010 0.272698
0.210592 0.036388
0.122374 -0.243036
-0.097438 -0.261844
-0.211997 -0.005445
