0.000000	-nan	-nan	2.500000	-nan
0.008016	-nan	-nan	2.500000	-nan
0.016032	nan	nan	2.500000	nan
0.024048	-nan	-nan	2.500000	-nan
0.032064	nan	nan	2.500000	nan
0.040080	-nan	-nan	2.500000	-nan
0.048096	nan	nan	2.500000	nan
0.056112	-nan	-nan	2.500000	-nan
0.064128	nan	nan	2.500000	nan
0.072144	-nan	-nan	2.500000	-nan
0.080160	nan	nan	2.500000	nan
0.088176	-nan	-nan	2.500000	-nan
0.096192	nan	nan	2.500000	nan
0.104208	-nan	-nan	2.500000	-nan
0.112224	nan	nan	2.500000	nan
0.120240	-nan	-nan	2.500000	-nan
0.128257	nan	nan	2.500000	nan
0.136273	-nan	-nan	2.500000	-nan
0.144289	nan	nan	2.500000	nan
0.152305	-nan	-nan	2.500000	-nan
0.160321	nan	nan	2.500000	nan
0.168337	-nan	-nan	2.500000	-nan
0.176353	nan	nan	2.500000	nan
0.184369	-nan	-nan	2.500000	-nan
0.192385	nan	nan	2.500000	nan
0.200401	-nan	-nan	2.500000	-nan
0.208417	nan	nan	2.500000	nan
0.216433	-nan	-nan	2.500000	-nan
0.224449	nan	nan	2.500000	nan
0.232465	-nan	-nan	2.500000	-nan
0.240481	nan	nan	2.500000	nan
0.248497	-nan	-nan	2.500000	-nan
0.256513	nan	nan	2.500000	nan
0.264529	-nan	-nan	2.500000	-nan
0.272545	nan	nan	2.500000	nan
0.280561	-nan	-nan	2.500000	-nan
0.288577	nan	nan	2.500000	nan
0.296593	-nan	-nan	2.500000	-nan
0.304609	nan	nan	2.500000	nan
0.312625	-nan	-nan	2.500000	-nan
0.320641	nan	nan	2.500000	nan
0.328657	-nan	-nan	2.500000	-nan
0.336673	nan	nan	2.500000	nan
0.344689	-nan	-nan	2.500000	-nan
0.352705	nan	nan	2.500000	nan
0.360721	-nan	-nan	2.500000	-nan
0.368737	nan	nan	2.500000	nan
0.376754	-nan	-nan	2.500000	-nan
0.384770	nan	nan	2.500000	nan
0.392786	-nan	-nan	2.500000	-nan
0.400802	nan	nan	2.500000	nan
0.408818	-nan	-nan	2.500000	-nan
0.416834	nan	nan	2.500000	nan
0.424850	-nan	-nan	2.500000	-nan
0.432866	nan	nan	2.500000	nan
0.440882	-nan	-nan	2.500000	-nan
0.448898	nan	nan	2.500000	nan
0.456914	-nan	-nan	2.500000	-nan
0.464930	nan	nan	2.500000	nan
0.472946	-nan	-nan	2.500000	-nan
0.480962	nan	nan	2.500000	nan
0.488978	-nan	-nan	2.500000	-nan
0.496994	nan	nan	2.500000	nan
0.505010	-nan	-nan	2.500000	-nan
0.513026	nan	nan	2.500000	nan
0.521042	-nan	-nan	2.500000	-nan
0.529058	nan	nan	2.500000	nan
0.537074	-nan	-nan	2.500000	-nan
0.545090	nan	nan	2.500000	nan
0.553106	-nan	-nan	2.500000	-nan
0.561122	nan	nan	2.500000	nan
0.569138	-nan	-nan	2.500000	-nan
0.577154	nan	nan	2.500000	nan
0.585170	-nan	-nan	2.500000	-nan
0.593186	nan	nan	2.500000	nan
0.601202	-nan	-nan	2.500000	-nan
0.609218	nan	nan	2.500000	nan
0.617234	-nan	-nan	2.500000	-nan
0.625251	nan	nan	2.500000	nan
0.633267	-nan	-nan	2.500000	-nan
0.641283	nan	nan	2.500000	nan
0.649299	-nan	-nan	2.500000	-nan
0.657315	nan	nan	2.500000	nan
0.665331	-nan	-nan	2.500000	-nan
0.673347	nan	nan	2.500000	nan
0.681363	-nan	-nan	2.500000	-nan
0.689379	nan	nan	2.500000	nan
0.697395	-nan	-nan	2.500000	-nan
0.705411	nan	nan	2.500000	nan
0.713427	-nan	-nan	2.500000	-nan
0.721443	nan	nan	2.500000	nan
0.729459	-nan	-nan	2.500000	-nan
0.737475	nan	nan	2.500000	nan
0.745491	-nan	-nan	2.500000	-nan
0.753507	nan	nan	2.500000	nan
0.761523	-nan	-nan	2.500000	-nan
0.769539	nan	nan	2.500000	nan
0.777555	-nan	-nan	2.500000	-nan
0.785571	nan	nan	2.500000	nan
0.793587	-nan	-nan	2.500000	-nan
0.801603	nan	nan	2.500000	nan
0.809619	-nan	-nan	2.500000	-nan
0.817635	nan	nan	2.500000	nan
0.825651	-nan	-nan	2.500000	-nan
0.833667	nan	nan	2.500000	nan
0.841683	-nan	-nan	2.500000	-nan
0.849699	nan	nan	2.500000	nan
0.857715	-nan	-nan	2.500000	-nan
0.865731	nan	nan	2.500000	nan
0.873747	-nan	-nan	2.500000	-nan
0.881764	nan	nan	2.500000	nan
0.889780	-nan	-nan	2.500000	-nan
0.897796	nan	nan	2.500000	nan
0.905812	-nan	-nan	2.500000	-nan
0.913828	nan	nan	2.500000	nan
0.921844	-nan	-nan	2.500000	-nan
0.929860	nan	nan	2.500000	nan
0.937876	-nan	-nan	2.500000	-nan
0.945892	nan	nan	2.500000	nan
0.953908	-nan	-nan	2.500000	-nan
0.961924	nan	nan	2.500000	nan
0.969940	-nan	-nan	2.500000	-nan
